layer,gamma_type,alpha,beta,gamma,agreement_type,document,task_type,annotators,Luiza_annotations,Sara_annotations,human_annotator,model,human_annotations,model_annotations,model_a,model_b,model_a_annotations,model_b_annotations,Mistral_annotations,Qwen_annotations,Gemma_annotations
narration,soft,1,2,0.46771264,model-model-pair,TED_020,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,9.0,,,
narration,standard,1,1,0.28789723,model-model-pair,TED_020,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,10.0,,,
narration,soft,1,1,0.29708868,model-model-pair,TED_020,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,10.0,,,
narration,standard,1,2,0.29095858,model-model-pair,TED_020,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,10.0,,,
narration,soft,1,2,0.30018014,model-model-pair,TED_020,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,10.0,,,
narration,standard,1,1,0.26479846,model-model-pair,TED_020,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,10.0,,,
narration,soft,1,1,0.25772017,model-model-pair,TED_020,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,10.0,,,
narration,standard,1,2,0.2945376,model-model-pair,TED_020,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,10.0,,,
narration,soft,1,2,0.28802294,model-model-pair,TED_020,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,10.0,,,
narration,standard,1,1,0.6872927,model-model-all3,TED_001,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,7.0,8.0
narration,soft,1,1,0.8671503,model-model-all3,TED_001,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,7.0,8.0
narration,standard,1,2,0.76033807,model-model-all3,TED_001,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,7.0,8.0
narration,soft,1,2,0.8984314,model-model-all3,TED_001,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,7.0,8.0
narration,standard,1,1,0.35958195,model-model-all3,TED_002,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,6.0,8.0,7.0
narration,soft,1,1,0.3648085,model-model-all3,TED_002,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,6.0,8.0,7.0
narration,standard,1,2,0.45881653,model-model-all3,TED_002,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,6.0,8.0,7.0
narration,soft,1,2,0.44520336,model-model-all3,TED_002,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,6.0,8.0,7.0
narration,standard,1,1,-0.35094917,model-model-all3,TED_004,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,1.0,3.0,6.0
narration,soft,1,1,-0.044596195,model-model-all3,TED_004,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,1.0,3.0,6.0
narration,standard,1,2,-0.30162263,model-model-all3,TED_004,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,1.0,3.0,6.0
narration,soft,1,2,0.021800578,model-model-all3,TED_004,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,1.0,3.0,6.0
narration,standard,1,1,0.70923436,model-model-all3,TED_005,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,6.0,7.0,8.0
narration,soft,1,1,0.73513746,model-model-all3,TED_005,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,6.0,7.0,8.0
narration,standard,1,2,0.7754965,model-model-all3,TED_005,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,6.0,7.0,8.0
narration,soft,1,2,0.77413595,model-model-all3,TED_005,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,6.0,7.0,8.0
narration,standard,1,1,0.40120584,model-model-all3,TED_006,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,8.0,4.0,10.0
narration,soft,1,1,0.5106436,model-model-all3,TED_006,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,8.0,4.0,10.0
narration,standard,1,2,0.46754414,model-model-all3,TED_006,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,8.0,4.0,10.0
narration,soft,1,2,0.57673204,model-model-all3,TED_006,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,8.0,4.0,10.0
narration,standard,1,1,0.39958698,model-model-all3,TED_007,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,1.0,5.0,5.0
narration,soft,1,1,0.42630655,model-model-all3,TED_007,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,1.0,5.0,5.0
narration,standard,1,2,0.36863893,model-model-all3,TED_007,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,1.0,5.0,5.0
narration,soft,1,2,0.39326006,model-model-all3,TED_007,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,1.0,5.0,5.0
narration,standard,1,1,-0.022135258,model-model-all3,TED_008,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,0.0,5.0,5.0
narration,soft,1,1,-0.014165759,model-model-all3,TED_008,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,0.0,5.0,5.0
narration,standard,1,2,0.0013326406,model-model-all3,TED_008,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,0.0,5.0,5.0
narration,soft,1,2,0.024455547,model-model-all3,TED_008,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,0.0,5.0,5.0
narration,standard,1,1,0.43574572,model-model-all3,TED_010,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,8.0,5.0
narration,soft,1,1,0.44450527,model-model-all3,TED_010,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,8.0,5.0
narration,standard,1,2,0.49520338,model-model-all3,TED_010,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,8.0,5.0
narration,soft,1,2,0.50546336,model-model-all3,TED_010,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,8.0,5.0
narration,standard,1,1,0.43052208,model-model-all3,TED_011,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,7.0,6.0
narration,soft,1,1,0.42848617,model-model-all3,TED_011,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,7.0,6.0
narration,standard,1,2,0.42169654,model-model-all3,TED_011,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,7.0,6.0
narration,soft,1,2,0.42097682,model-model-all3,TED_011,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,7.0,6.0
narration,standard,1,1,0.46326923,model-model-all3,TED_012,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,8.0,11.0,14.0
narration,soft,1,1,0.4677171,model-model-all3,TED_012,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,8.0,11.0,14.0
narration,standard,1,2,0.51307285,model-model-all3,TED_012,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,8.0,11.0,14.0
narration,soft,1,2,0.5043875,model-model-all3,TED_012,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,8.0,11.0,14.0
narration,standard,1,1,0.32938242,model-model-all3,TED_015,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,12.0,9.0,13.0
narration,soft,1,1,0.34695834,model-model-all3,TED_015,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,12.0,9.0,13.0
narration,standard,1,2,0.30104387,model-model-all3,TED_015,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,12.0,9.0,13.0
narration,soft,1,2,0.32262075,model-model-all3,TED_015,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,12.0,9.0,13.0
narration,standard,1,1,0.4350326,model-model-all3,TED_016,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,6.0,15.0
narration,soft,1,1,0.47287136,model-model-all3,TED_016,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,6.0,15.0
narration,standard,1,2,0.45914942,model-model-all3,TED_016,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,6.0,15.0
narration,soft,1,2,0.4958192,model-model-all3,TED_016,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,6.0,15.0
narration,standard,1,1,0.37124908,model-model-all3,TED_017,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,7.0,9.0,15.0
narration,soft,1,1,0.5717068,model-model-all3,TED_017,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,7.0,9.0,15.0
narration,standard,1,2,0.42234367,model-model-all3,TED_017,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,7.0,9.0,15.0
narration,soft,1,2,0.54659647,model-model-all3,TED_017,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,7.0,9.0,15.0
narration,standard,1,1,0.72618103,model-model-all3,TED_018,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,9.0,10.0,12.0
narration,soft,1,1,0.71875703,model-model-all3,TED_018,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,9.0,10.0,12.0
narration,standard,1,2,0.7632327,model-model-all3,TED_018,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,9.0,10.0,12.0
narration,soft,1,2,0.7564877,model-model-all3,TED_018,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,9.0,10.0,12.0
narration,standard,1,1,0.18660557,model-model-all3,TED_019,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,27.0,7.0,28.0
narration,soft,1,1,0.25609684,model-model-all3,TED_019,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,27.0,7.0,28.0
narration,standard,1,2,0.12336105,model-model-all3,TED_019,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,27.0,7.0,28.0
narration,soft,1,2,0.1791417,model-model-all3,TED_019,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,27.0,7.0,28.0
narration,standard,1,1,0.31635755,model-model-all3,TED_020,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,9.0,10.0
narration,soft,1,1,0.31268418,model-model-all3,TED_020,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,9.0,10.0
narration,standard,1,2,0.33629072,model-model-all3,TED_020,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,9.0,10.0
narration,soft,1,2,0.33357036,model-model-all3,TED_020,narration,Mistral vs Qwen vs Gemma,,,,,,,,,,,5.0,9.0,10.0
